LAST NAME;FIRST NAME;MIDDLE NAME;ENDING TO LAST NAME;BRANCH OF SERVICE;OFFICER OR ENLISTED INDIVIDUAL;ABBREVIATION OF RANK;CODE FOR GRADE AND PAY;CODES FOR OFFICERS AND ENLISTED PERSONNEL;INDICATES MEMBERSHIP IN A SPECIFIC CORPS;UNIT / COMMAND IDENTIFICATION CODE;RECOMMENDED AWARD;DUTY ASSIGNMENT;TYPE OF ACTION COMMENDED BY THE ORIGINATOR;NUMBER OF TIMES THIS AWARD HAS BEEN GIVEN;START OF AWARD MERIT PERIOD;END OF AWARD MERIT PERIOD;NUMBER OF MONTHS IN MERIT AWARD PERIOD;INDICATOR FOR DISPLAYING MERIT_START_DATE AND MERIT_END_DATE ON REPORTS;GEOGRAPHIC AREA IN WHICH THE AWARD WAS EARNED;DATE AWARD RECOMMENDED;NAME OF AWARD ENDORSED BY CHIEF OF NAVAL OPERATIONS OR COMMANDANT OF THE MARINE CORPS;DATE ENDORSER SIGNS CASE;NAME OF APPROVED AWARD;AWARDING AUTHORITY CODE;DATE AWARD APPROVED;PARTICIPATING COMMANDS IDENTIFICATION;MULITIPLE RECORD IDENTIFICATION;DATE FROM COMMANDANT OF THE MARINE CORPS;MONTH, DAY, AND YEAR RECORD WAS ENTERED;TIME RECORD WAS ENTERED;MONTH, DAY, AND YEAR RECORD WAS MODIFIED;TIME RECORD WAS MODIFIED
WARD;NORVELL;G;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;SILVER STAR MEDAL;;HEROIC;3;12/01/1941;10/01/1942;11;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;SILVER STAR MEDAL;SECNAV;07/22/1944;488846;;;07/15/1988;162600;09/13/1988;103100
MASON;REDFIELD;;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;NAVY AND MARINE CORPS COMMENDATION MEDAL;;MERITORIOUS;1;12/01/1941;12/01/1944;37;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY AND MARINE CORPS COMMENDATION MEDAL;SECNAV;02/19/1944;538622;;;07/15/1988;163700;10/15/1992;44900
LYLE;JOSEPH;M;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5259;NAVY AND MARINE CORPS COMMENDATION MEDAL;;MERITORIOUS;1;12/01/1941;09/01/1944;34;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY AND MARINE CORPS COMMENDATION MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;10/09/1944;541729;;;07/15/1988;163800;09/27/1992;231200
PARKER;EDWARD;NEL;;NAVY;OFFICER;;Colonel;;;5259;SILVER STAR MEDAL;;HEROIC;1;02/27/1942;02/27/1942;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;SILVER STAR MEDAL;SECNAV;10/23/1944;538537;;;07/15/1988;163700;09/27/1992;205400
MEHLE;ROGER;WILLI;;NAVY;OFFICER;;Lieutenant OR Captain;;;5259;AIR MEDAL-INDIVIDUAL ACTION;;MERITORIOUS;1;03/01/1942;04/01/1942;2;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;AIR MEDAL-INDIVIDUAL ACTION;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;05/23/1944;542280;;;07/15/1988;163900;09/27/1992;233000
WATKINS;FRANK;T;;NAVY;OFFICER;;Colonel;;;5259;LEGION OF MERIT;;MERITORIOUS;1;05/01/1942;05/01/1944;25;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;LEGION OF MERIT (WITH COMBAT V);CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;09/25/1944;538311;;;07/15/1988;163700;09/27/1992;204400
RICHARDSON;DAVID;;;NAVY;OFFICER;;Lieutenant OR Captain;;;5259;DISTINGUISHED FLYING CROSS;;HEROIC;1;09/01/1942;10/01/1942;2;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;DISTINGUISHED FLYING CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;11/13/1944;336925;;;07/15/1988;153700;09/13/1988;100200
DUDLEY;PAUL;L;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;NAVY AND MARINE CORPS COMMENDATION MEDAL;;MERITORIOUS;1;09/01/1942;10/01/1943;14;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY AND MARINE CORPS COMMENDATION MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;02/18/1944;538836;;;07/15/1988;163700;09/27/1992;210300
SCHOECH;WILLIAM;A;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5249;LEGION OF MERIT;;MERITORIOUS;1;09/01/1942;01/01/1944;17;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;LEGION OF MERIT;COMSEVENTHFLT - COMMANDER SEVENTH FLEET;02/09/1944;539398;;;07/15/1988;163800;09/27/1992;213200
SIMMONS;WILLIAM;E;;NAVY;OFFICER;;Lieutenant OR Captain;;;5259;NAVY AND MARINE CORPS COMMENDATION MEDAL;;MERITORIOUS;1;10/01/1942;10/01/1943;13;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY AND MARINE CORPS COMMENDATION MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;01/26/1944;454430;;;07/15/1988;162000;09/13/1988;102500
PAINE;ROGER;W;JR;NAVY;OFFICER;;Lieutenant OR Captain;;;5259;SILVER STAR MEDAL;;HEROIC;1;11/01/1942;11/01/1942;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;SILVER STAR MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;04/27/1944;339918;;;07/15/1988;153800;09/13/1988;100300
PACKARD;WAYNE;HOW;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5259;BRONZE STAR MEDAL;;MERITORIOUS;1;11/01/1942;03/01/1944;17;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;BRONZE STAR MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;04/08/1944;541505;;;07/15/1988;163800;09/27/1992;225500
GRENFELL;ELTON;W;;NAVY;OFFICER;;Colonel;;;5259;LEGION OF MERIT;;MERITORIOUS;1;12/01/1942;08/01/1944;21;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;LEGION OF MERIT;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;11/17/1944;538850;;;07/15/1988;163700;09/27/1992;210400
PETERSEN;WALLIS;F;;NAVY;OFFICER;;Colonel;;;5259;NAVY AND MARINE CORPS COMMENDATION MEDAL;;MERITORIOUS;1;01/01/1943;01/01/1944;13;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY AND MARINE CORPS COMMENDATION MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;01/27/1944;538387;;;07/15/1988;163700;09/27/1992;204700
LOWRANCE;VERNON;L;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5249;SILVER STAR MEDAL;;HEROIC;2;01/01/1943;02/01/1943;2;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;SILVER STAR MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;05/11/1944;539559;;;07/15/1988;163800;09/27/1992;213900
BURKE;ARLEIGH;A;;NAVY;OFFICER;;Colonel;;;5259;DISTINGUISHED SERVICE MEDAL;;MERITORIOUS;1;02/01/1943;12/01/1943;11;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;DISTINGUISHED SERVICE MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;02/16/1944;538265;;;07/15/1988;163700;09/27/1992;204200
WILLIAMSON;FRANCI;;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;BRONZE STAR MEDAL (WITH COMBAT 'V');;MERITORIOUS;1;02/17/1943;02/17/1943;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;BRONZE STAR MEDAL (WITH COMBAT 'V');CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;03/15/1944;540534;;;07/15/1988;163800;10/15/1992;72700
LOWRANCE;VERNON;L;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5249;SILVER STAR MEDAL;;HEROIC;3;03/01/1943;04/01/1943;2;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;SILVER STAR MEDAL;COMSEVENTHFLT - COMMANDER SEVENTH FLEET;05/11/1944;539560;;;07/15/1988;163800;09/27/1992;213900
HERONEMUS;WILLIAM;;;NAVY;OFFICER;;Lieutenant OR Captain;;;5259;BRONZE STAR MEDAL;;MERITORIOUS;1;03/01/1943;02/01/1944;12;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;BRONZE STAR MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;05/04/1944;550811;;;07/15/1988;164100;10/15/1992;214700
TAEUSCH;FREDERICK;;;NAVY;OFFICER;;Lieutenant OR Captain;;;5259;SILVER STAR MEDAL;;HEROIC;1;04/01/1943;04/01/1944;13;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;SILVER STAR MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;04/15/1944;543519;;;07/15/1988;163900;10/15/1992;110000
WILLIAMS;JOSEPH;W;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5259;NAVY CROSS;;HEROIC;1;05/01/1943;05/01/1944;13;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;05/23/1944;76561;;;07/15/1988;145200;09/13/1988;91500
SIEGLAFF;WILLIAM;;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;NAVY CROSS;;HEROIC;2;05/01/1943;06/01/1943;2;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;06/13/1944;540525;;;07/15/1988;163800;10/15/1992;72500
SIEGLAFF;WILLIAM;;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;SILVER STAR MEDAL;;HEROIC;1;05/01/1943;05/01/1943;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;SILVER STAR MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;01/14/1944;540527;;;07/15/1988;163800;10/15/1992;72600
KEFAUVER;RUSSELL;;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5249;SILVER STAR MEDAL;;HEROIC;2;05/01/1943;06/01/1943;2;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;SILVER STAR MEDAL;COMSEVENTHFLT - COMMANDER SEVENTH FLEET;05/06/1944;541777;;;07/15/1988;163800;10/15/1992;85400
QUINN;ROBERT;D;;NAVY;OFFICER;;Lieutenant OR Captain;;;1536;LEGION OF MERIT;;MERITORIOUS;1;05/01/1943;05/01/1944;13;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;LEGION OF MERIT;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;05/14/1944;544225;;;07/15/1988;163900;09/28/1992;4700
APPLETON;DANIEL;S;;NAVY;OFFICER;;Lieutenant (Junior Grade) OR First Lieutenant;;;5143;NAVY AND MARINE CORPS COMMENDATION MEDAL;;MERITORIOUS;1;05/01/1943;06/01/1944;14;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY AND MARINE CORPS COMMENDATION MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;12/10/1944;544305;;;07/15/1988;163900;09/28/1992;5000
SIEGLAFF;WILLIAM;;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;SILVER STAR MEDAL;;HEROIC;2;06/01/1943;06/01/1943;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;SILVER STAR MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;02/18/1944;540528;;;07/15/1988;163800;10/15/1992;72600
WHITE;MARSHALL;WI;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5259;NAVY AND MARINE CORPS COMMENDATION MEDAL;;MERITORIOUS;1;06/01/1943;03/01/1944;10;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY AND MARINE CORPS COMMENDATION MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;07/28/1944;541184;;;07/15/1988;163800;09/27/1992;224100
HARPER;CECIL;KELL;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5259;LEGION OF MERIT (WITH COMBAT V);;MERITORIOUS;1;06/01/1943;03/01/1944;10;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;LEGION OF MERIT (WITH COMBAT V);CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;04/18/1944;541248;;;07/15/1988;163800;09/27/1992;224500
EADY;JACK;A;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5259;DISTINGUISHED FLYING CROSS;;MERITORIOUS;1;06/01/1943;01/01/1944;8;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;DISTINGUISHED FLYING CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;05/03/1944;542081;;;07/15/1988;163900;09/27/1992;232200
TAEUSCH;FREDERICK;;;NAVY;OFFICER;;Lieutenant OR Captain;;;2984;SILVER STAR MEDAL;;HEROIC;2;06/01/1943;06/01/1944;13;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;SILVER STAR MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;06/13/1944;543520;;;07/15/1988;163900;10/15/1992;110000
TYREE;DAVID;M;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;BRONZE STAR MEDAL;;MERITORIOUS;1;07/01/1943;03/01/1944;9;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;BRONZE STAR MEDAL (WITH COMBAT 'V');CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;06/15/1944;538510;;;07/15/1988;163700;09/27/1992;205200
STELTER;FREDERICK;;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;NAVY AND MARINE CORPS COMMENDATION MEDAL;;MERITORIOUS;4;07/01/1943;07/01/1943;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY AND MARINE CORPS COMMENDATION MEDAL;SECNAV;04/15/1944;538921;;;07/15/1988;163700;10/15/1992;51500
SIEGLAFF;WILLIAM;;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;SILVER STAR MEDAL;;HEROIC;3;07/01/1943;07/01/1943;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;SILVER STAR MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;04/18/1944;540529;;;07/15/1988;163800;10/15/1992;72600
SIPE;GEORGE;B;;NAVY;ENLISTED;;Boatswain's Mate OR Gunner's Mate OR Machinery Technician OR Radioman Second Class OR Sergeant OR Storekeeper Second Class;;;5259;AIR MEDAL-INDIVIDUAL ACTION;;MERITORIOUS;0;07/01/1943;12/01/1943;6;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NO AWARD;SECNAV;05/10/1944;608812;;;07/15/1988;165100;09/30/1992;2000
CHEW;JOHN;L;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5259;NAVY AND MARINE CORPS COMMENDATION MEDAL;;MERITORIOUS;1;07/05/1943;07/05/1943;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY AND MARINE CORPS COMMENDATION MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;01/14/1944;540496;;;07/15/1988;163800;09/27/1992;220600
PAHL;HERSCHEL;ARN;;NAVY;OFFICER;;Lieutenant (Junior Grade) OR First Lieutenant;1310;;5259;AIR MEDAL-INDIVIDUAL ACTION;;MERITORIOUS;1;08/01/1943;09/01/1943;2;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;AIR MEDAL-INDIVIDUAL ACTION;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;06/02/1944;415867;;;07/15/1988;161300;09/13/1988;101800
BRANDLEY;FRANK;A;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;LEGION OF MERIT (WITH COMBAT V);;MERITORIOUS;1;08/01/1943;07/01/1944;12;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;LEGION OF MERIT (WITH COMBAT V);CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;08/23/1944;539477;;;07/15/1988;163800;09/27/1992;213400
BERNDTSON;ARTHUR;;;NAVY;OFFICER;;Lieutenant OR Captain;;;5259;SILVER STAR MEDAL;;HEROIC;1;08/01/1943;08/01/1943;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;SILVER STAR MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;01/31/1944;544204;;;07/15/1988;163900;10/15/1992;120200
ADLER;VANCE;W;;NAVY;OFFICER;;Lieutenant OR Captain;;;5249;Undefined Code;;MERITORIOUS;1;08/01/1943;08/01/1943;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;Undefined Code;COMSEVENTHFLT - COMMANDER SEVENTH FLEET;01/09/1944;550323;;;07/15/1988;164100;09/28/1992;24600
WILSON;RALPH;E;;NAVY;OFFICER;;Colonel;;;5259;BRONZE STAR MEDAL (WITH COMBAT 'V');;MERITORIOUS;2;08/01/1943;03/01/1944;8;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;BRONZE STAR MEDAL (WITH COMBAT 'V');CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;04/08/1944;554513;;;07/15/1988;164200;09/28/1992;63900
WOODS;MARK;W;;NAVY;OFFICER;;Lieutenant OR Captain;;;5259;SILVER STAR MEDAL;;HEROIC;1;09/01/1943;09/01/1943;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;SILVER STAR MEDAL;OTHER;06/28/1944;418201;;;07/15/1988;161400;09/13/1988;101900
DUERFELDT;CLIFFOR;;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;LEGION OF MERIT;;MERITORIOUS;1;09/01/1943;09/01/1944;13;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;LEGION OF MERIT (WITH COMBAT V);CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;09/30/1944;538739;;;07/15/1988;163700;10/15/1992;45900
CALDWELL;HENRY;HO;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;DISTINGUISHED FLYING CROSS;;HEROIC;1;09/01/1943;11/01/1943;3;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;DISTINGUISHED FLYING CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;07/02/1944;539075;;;07/15/1988;163800;09/27/1992;211100
MASSEY;FORSYTH;;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;LEGION OF MERIT;;MERITORIOUS;1;09/01/1943;12/01/1944;16;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;LEGION OF MERIT (WITH COMBAT V);CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;12/08/1944;540483;;;07/15/1988;163800;10/15/1992;72300
ASHWORTH;FREDERIC;;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;BRONZE STAR MEDAL (WITH COMBAT 'V');;MERITORIOUS;1;09/01/1943;06/01/1944;10;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;BRONZE STAR MEDAL (WITH COMBAT 'V');CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;06/26/1944;540969;;;07/15/1988;163800;10/15/1992;75700
BUIE;PAUL;D;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5259;DISTINGUISHED FLYING CROSS;;HEROIC;1;09/01/1943;10/01/1943;2;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;DISTINGUISHED FLYING CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;01/14/1944;541012;;;07/15/1988;163800;09/27/1992;223300
HILL;JOHN;S;;NAVY;OFFICER;;Lieutenant OR Captain;;;5259;AIR MEDAL-STRIKE/FLIGHT;;MERITORIOUS;1;09/01/1943;03/01/1944;7;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;DISTINGUISHED FLYING CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;05/30/1944;543797;;;07/15/1988;163900;09/28/1992;3800
BARBER;CLYDE;C;;NAVY;ENLISTED;;Boatswain's Mate OR Gunner's Mate OR Machinery Technician OR Radioman Second Class OR Sergeant OR Storekeeper Second Class;;;5259;DISTINGUISHED FLYING CROSS;;HEROIC;1;09/01/1943;12/01/1943;4;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;DISTINGUISHED FLYING CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;04/28/1944;559688;;;07/15/1988;164300;09/28/1992;124100
WEYMOUTH;RALPH;;;NAVY;OFFICER;;Lieutenant OR Captain;;;5259;DISTINGUISHED FLYING CROSS;;HEROIC;3;09/18/1943;09/18/1943;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;DISTINGUISHED FLYING CROSS;OTHER;01/14/1944;226346;;;07/15/1988;151800;09/13/1988;94200
NAYLOR;JESSE;A;;NAVY;OFFICER;;Lieutenant (Junior Grade) OR First Lieutenant;;;5259;BRONZE STAR MEDAL (WITH COMBAT 'V');;MERITORIOUS;1;10/01/1943;02/01/1944;5;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;BRONZE STAR MEDAL (WITH COMBAT 'V');CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;05/14/1944;405965;;;07/15/1988;161100;09/13/1988;101600
PAHL;HERSCHEL;ARN;;NAVY;OFFICER;;Lieutenant (Junior Grade) OR First Lieutenant;1310;;5259;AIR MEDAL-INDIVIDUAL ACTION;;MERITORIOUS;2;10/01/1943;12/01/1943;3;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;AIR MEDAL-INDIVIDUAL ACTION;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;07/30/1944;415868;;;07/15/1988;161300;09/13/1988;101800
PEET;RAYMOND;E;;NAVY;OFFICER;;Lieutenant (Junior Grade) OR First Lieutenant;;;5259;NAVY AND MARINE CORPS COMMENDATION MEDAL;;HEROIC;1;10/01/1943;11/01/1943;2;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY AND MARINE CORPS COMMENDATION MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;01/17/1944;458033;;;07/15/1988;162100;09/13/1988;102600
WARD;NORVELL;G;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5259;SILVER STAR MEDAL;;HEROIC;2;10/01/1943;11/01/1943;2;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;SILVER STAR MEDAL;COMSEVENTHFLT - COMMANDER SEVENTH FLEET;04/25/1944;488845;;;07/15/1988;162600;09/13/1988;103100
BURKE;ARLEIGH;A;;NAVY;OFFICER;;Colonel;;;5259;NAVY CROSS;;MERITORIOUS;1;10/01/1943;11/01/1943;2;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;01/14/1944;538272;;;07/15/1988;163700;09/27/1992;204200
